date,entry_time,side,O,A,manip,ext,signal_t,target,be_level,stop,fill,entry,risk,exit_time,exit,reason,pnl,R,match,on_ratio
2020-09-24,2020-09-24 10:42:00-04:00,S,10835.75,35.50012605871228,up,10936.5,2020-09-24 10:31:00-04:00,10704.0,,10862.1,10835.75,10835.5,26.35,2020-09-24 10:47:00-04:00,10862.35,SL,-55.70000000000073,-1.0569259962049473,True,1.0243572395128553
2020-10-08,2020-10-08 11:07:00-04:00,S,11542.75,15.24297238261553,up,11550.75,2020-10-08 10:02:00-04:00,11512.25,,11548.85,11542.75,11542.5,6.1,2020-10-08 11:14:00-04:00,11549.1,SL,-15.200000000000728,-1.245901639344322,False,0.580040187541862
2020-10-12,2020-10-12 10:04:00-04:00,L,11887.75,20.4824245197662,down,11868.0,2020-10-12 10:03:00-04:00,11945.75,,11876.15,11887.75,11888.0,11.6,2020-10-12 10:52:00-04:00,11945.5,TP,113.0,4.870689655172414,True,1.4303112313937754
2020-10-23,2020-10-23 10:20:00-04:00,L,11614.5,15.794884723137887,down,11568.75,2020-10-23 10:19:00-04:00,11682.5,11629.0,11600.9,11614.5,11614.75,13.6,2020-10-23 10:23:00-04:00,11600.65,SL,-30.200000000000728,-1.1102941176470855,True,0.5732586068855084
2020-11-10,2020-11-10 10:08:00-05:00,L,11651.0,33.098560138059646,down,11621.25,2020-11-10 10:04:00-05:00,11749.5,,11631.3,11651.0,11651.25,19.7,2020-11-10 10:15:00-05:00,11631.05,SL,-42.400000000001455,-1.0761421319797324,True,2.2200956937799043
2020-12-14,2020-12-14 10:05:00-05:00,S,12519.75,13.983854624793796,up,12530.0,2020-12-14 10:02:00-05:00,12486.0,,12526.5,12519.75,12519.5,6.75,2020-12-14 10:13:00-05:00,12526.75,SL,-16.5,-1.2222222222222223,True,0.6753246753246753
2020-12-18,2020-12-18 10:20:00-05:00,L,12725.25,12.414594312970678,down,12682.5,2020-12-18 10:19:00-05:00,12765.75,,12717.15,12725.25,12725.5,8.1,2020-12-18 10:22:00-05:00,12716.9,SL,-19.200000000000728,-1.1851851851852302,True,0.8952380952380953
2021-01-05,2021-01-05 10:03:00-05:00,S,12751.25,18.538081135762813,up,12772.5,2021-01-05 10:02:00-05:00,12639.25,,12773.65,12751.25,12751.0,22.4,2021-01-05 10:04:00-05:00,12773.9,SL,-47.79999999999927,-1.0669642857142696,True,1.45
2021-01-12,2021-01-12 10:12:00-05:00,L,12890.75,20.396048812343007,down,12865.5,2021-01-12 10:11:00-05:00,12947.5,,12879.4,12890.75,12891.0,11.35,2021-01-12 10:14:00-05:00,12879.15,SL,-25.700000000000728,-1.1321585903084022,True,0.8217054263565892
2021-01-18,2021-01-18 10:06:00-05:00,S,12810.75,6.879567989100074,up,12815.0,2021-01-18 10:04:00-05:00,12784.25,,12816.05,12810.75,12810.5,5.3,2021-01-18 12:50:00-05:00,12812.0,time,-5.0,-0.4716981132075472,True,0.8407494145199064
2021-01-26,2021-01-26 10:17:00-05:00,S,13477.5,17.89030847084726,up,13507.0,2021-01-26 10:11:00-05:00,13426.5,,13487.7,13477.5,13477.25,10.2,2021-01-26 10:28:00-05:00,13487.95,SL,-23.400000000001455,-1.1470588235294832,False,1.0580204778156996
2021-02-26,2021-02-26 10:06:00-05:00,L,12877.25,42.30131490527209,down,12834.5,2021-02-26 10:05:00-05:00,13031.75,,12846.35,12877.25,12877.5,30.9,2021-02-26 10:07:00-05:00,12846.1,SL,-64.79999999999927,-1.0485436893203766,True,2.3909774436090228
2021-03-05,2021-03-05 10:03:00-05:00,L,12423.5,49.03537728221668,down,12385.75,2021-03-05 10:02:00-05:00,12525.0,,12403.2,12423.5,12423.75,20.3,2021-03-05 10:12:00-05:00,12402.95,SL,-43.599999999998545,-1.0738916256157276,True,1.8984034833091437
2021-03-11,2021-03-11 10:26:00-05:00,S,12965.25,28.86182036293147,up,13005.5,2021-03-11 10:18:00-05:00,12896.25,,12979.05,12965.25,12965.0,13.8,2021-03-11 10:30:00-05:00,12979.3,SL,-30.599999999998545,-1.1086956521738602,True,1.4385749385749387
2021-03-22,2021-03-22 10:05:00-04:00,S,13008.0,18.155077977755887,up,13026.75,2021-03-22 10:02:00-04:00,12946.25,,13020.35,13008.0,13007.75,12.35,2021-03-22 10:07:00-04:00,13020.6,SL,-27.700000000000728,-1.121457489878572,True,0.6529080675422139
2021-04-09,2021-04-09 10:33:00-04:00,S,13720.5,17.062009624768223,up,13746.75,2021-04-09 10:29:00-04:00,13658.25,,13732.95,13720.5,13720.25,12.45,2021-04-09 10:35:00-04:00,13733.2,SL,-27.900000000001455,-1.120481927710902,True,1.3520632133450394
2021-04-22,2021-04-22 10:11:00-04:00,L,13881.75,15.38632182352464,down,13857.0,2021-04-22 10:06:00-04:00,13913.5,,13875.4,13881.75,13882.0,6.35,2021-04-22 10:16:00-04:00,13875.15,SL,-15.700000000000728,-1.2362204724410022,True,0.4857142857142857
2021-05-04,2021-05-04 10:29:00-04:00,L,13543.0,22.57171085991107,down,13492.75,2021-05-04 10:28:00-04:00,13696.5,,13512.3,13543.0,13543.25,30.7,2021-05-04 10:33:00-04:00,13512.05,SL,-64.40000000000146,-1.048859934853444,True,1.6011315417256011
2021-05-17,2021-05-17 10:29:00-04:00,L,13285.75,20.961297198790287,down,13238.0,2021-05-17 10:19:00-04:00,13343.0,,13274.3,13285.75,13286.0,11.45,2021-05-17 10:32:00-04:00,13274.05,SL,-25.900000000001455,-1.1310043668122907,True,1.298283261802575
2021-06-02,2021-06-02 10:08:00-04:00,L,13679.0,12.896840061801468,down,13663.75,2021-06-02 10:07:00-04:00,13709.0,,13673.0,13679.0,13679.25,6.0,2021-06-02 10:12:00-04:00,13672.75,SL,-15.0,-1.25,False,0.41803989592367735
2021-06-08,2021-06-08 10:15:00-04:00,L,13839.75,17.325385317757075,down,13822.5,2021-06-08 10:08:00-04:00,13916.75,,13824.35,13839.75,13840.0,15.4,2021-06-08 10:30:00-04:00,13824.1,SL,-33.79999999999927,-1.0974025974025738,True,0.7726879861711322
2021-06-10,2021-06-10 10:16:00-04:00,S,13944.0,22.88859858184517,up,13960.25,2021-06-10 10:10:00-04:00,13811.25,,13970.55,13944.0,13943.75,26.55,2021-06-10 15:59:00-04:00,13960.25,time,-35.0,-0.6591337099811676,True,1.147766323024055
2021-06-16,2021-06-16 10:04:00-04:00,S,14079.75,10.036808926620408,up,14086.5,2021-06-16 10:02:00-04:00,14042.5,,14087.2,14079.75,14079.5,7.45,2021-06-16 10:06:00-04:00,14087.45,SL,-17.900000000001455,-1.2013422818792923,True,0.3828125
2021-06-23,2021-06-23 10:07:00-04:00,S,14305.5,13.984216034625394,up,14316.75,2021-06-23 10:02:00-04:00,14268.75,,14312.85,14305.5,14305.25,7.35,2021-06-23 10:51:00-04:00,14269.0,TP,70.5,4.795918367346939,True,0.7734375
2021-06-25,2021-06-25 10:07:00-04:00,L,14341.5,13.602688445014978,down,14323.5,2021-06-25 10:04:00-04:00,14388.0,,14332.2,14341.5,14341.75,9.3,2021-06-25 10:11:00-04:00,14331.95,SL,-21.599999999998545,-1.1612903225805669,True,0.6702702702702703
2021-07-12,2021-07-12 10:15:00-04:00,L,14828.75,14.226678674924692,down,14802.25,2021-07-12 10:14:00-04:00,14858.0,,14822.9,14828.75,14829.0,5.85,2021-07-12 10:15:00-04:00,14822.65,SL,-14.700000000000728,-1.2564102564103188,True,1.1671641791044776
2021-07-26,2021-07-26 10:13:00-04:00,S,15099.25,13.252886953423284,up,15117.25,2021-07-26 10:12:00-04:00,15040.25,,15111.05,15099.25,15099.0,11.8,2021-07-26 10:33:00-04:00,15111.3,SL,-26.599999999998545,-1.127118644067735,True,0.9024081115335868
2021-07-30,2021-07-30 10:21:00-04:00,S,14948.0,17.670041937422518,up,14979.75,2021-07-30 10:20:00-04:00,14851.5,,14967.3,14948.0,14947.75,19.3,2021-07-30 12:48:00-04:00,14967.55,SL,-41.599999999998545,-1.0777202072538483,True,1.2699619771863118
2021-08-17,2021-08-17 10:04:00-04:00,L,14977.0,22.469019281920712,down,14948.75,2021-08-17 10:03:00-04:00,15042.5,,14963.9,14977.0,14977.25,13.1,2021-08-17 10:05:00-04:00,14963.65,SL,-29.200000000000728,-1.114503816793921,True,1.5855263157894737
2021-09-06,2021-09-06 10:47:00-04:00,S,15702.75,3.10546011604442,up,15707.5,2021-09-06 10:27:00-04:00,15686.5,,15706.0,15702.75,15702.5,3.25,2021-09-06 12:50:00-04:00,15700.75,time,1.5,0.23076923076923078,True,0.9238754325259516
2021-09-14,2021-09-14 10:08:00-04:00,L,15432.25,18.55851630224558,down,15404.25,2021-09-14 10:07:00-04:00,15523.75,,15413.95,15432.25,15432.5,18.3,2021-09-14 10:14:00-04:00,15413.7,SL,-39.599999999998545,-1.0819672131147142,True,1.3459119496855345
2021-09-29,2021-09-29 10:09:00-04:00,S,14882.5,26.548572524952842,up,14906.75,2021-09-29 10:02:00-04:00,14787.75,,14901.45,14882.5,14882.25,18.95,2021-09-29 11:35:00-04:00,14788.0,TP,186.5,4.920844327176781,True,1.7074401008827238
2021-10-20,2021-10-20 10:59:00-04:00,L,15406.0,13.869819796441218,down,15380.0,2021-10-20 10:13:00-04:00,15441.0,,15399.0,15406.0,15406.25,7.0,2021-10-20 11:02:00-04:00,15398.75,SL,-17.0,-1.2142857142857142,True,0.33083832335329344
2021-11-16,2021-11-16 10:35:00-05:00,S,16224.5,19.578070306350664,up,16260.25,2021-11-16 10:24:00-05:00,16149.0,16205.75,16239.6,16224.5,16224.25,15.1,2021-11-16 11:00:00-05:00,16239.85,SL,-33.20000000000073,-1.099337748344395,True,0.9478138222849083
2021-12-01,2021-12-01 10:25:00-05:00,S,16329.5,23.04794517266989,up,16377.5,2021-12-01 10:22:00-05:00,16270.75,,16341.25,16329.5,16329.25,11.75,2021-12-01 10:25:00-05:00,16341.5,SL,-26.5,-1.127659574468085,False,2.153098420413123
2021-12-15,2021-12-15 10:08:00-05:00,L,15840.75,26.13603697905934,down,15807.5,2021-12-15 10:02:00-05:00,15927.75,,15823.35,15840.75,15841.0,17.4,2021-12-15 10:12:00-05:00,15823.1,SL,-37.79999999999927,-1.0862068965517033,True,0.6543715846994536
2021-12-22,2021-12-22 10:16:00-05:00,S,16005.75,25.15020848286647,up,16027.0,2021-12-22 10:02:00-05:00,15943.5,,16018.2,16005.75,16005.5,12.45,2021-12-22 10:17:00-05:00,16018.45,SL,-27.900000000001455,-1.120481927710902,True,0.5564466378778532
2022-02-08,2022-02-08 10:26:00-05:00,L,14521.25,28.654301527479536,down,14467.75,2022-02-08 10:18:00-05:00,14588.25,,14507.85,14521.25,14521.5,13.4,2022-02-08 10:27:00-05:00,14507.6,SL,-29.799999999999272,-1.1119402985074356,False,0.6419036564132328
2022-03-04,2022-03-04 10:04:00-05:00,S,13922.75,40.48546808360984,up,13951.0,2022-03-04 10:03:00-05:00,13834.0,,13940.5,13922.75,13922.5,17.75,2022-03-04 10:11:00-05:00,13834.25,TP,174.5,4.915492957746479,False,1.383987761346252
2022-03-08,2022-03-08 10:21:00-05:00,L,13252.0,52.10559516555127,down,13137.25,2022-03-08 10:20:00-05:00,13373.75,,13227.65,13252.0,13252.25,24.35,2022-03-08 10:24:00-05:00,13227.4,SL,-51.70000000000073,-1.061601642710487,True,1.2131931166347993
2022-03-16,2022-03-16 10:06:00-04:00,S,13721.0,26.507264907638053,up,13755.0,2022-03-16 10:05:00-04:00,13612.0,,13742.8,13721.0,13720.75,21.8,2022-03-16 10:11:00-04:00,13743.05,SL,-46.599999999998545,-1.068807339449508,True,1.1163976210705182
2022-03-31,2022-03-31 10:16:00-04:00,L,15026.25,23.79216015667883,down,14966.0,2022-03-31 10:15:00-04:00,15096.5,,15012.2,15026.25,15026.5,14.05,2022-03-31 10:23:00-04:00,15011.95,SL,-31.099999999998545,-1.106761565836247,True,0.4954337899543379
2022-04-18,2022-04-18 11:27:00-04:00,L,13866.25,28.642964969043707,down,13835.5,2022-04-18 10:02:00-04:00,13932.75,,13852.95,13866.25,13866.5,13.3,2022-04-18 11:40:00-04:00,13852.7,SL,-29.599999999998545,-1.1127819548871634,False,1.0970954356846474
2022-05-03,2022-05-03 11:07:00-04:00,S,13111.75,37.09059246205019,up,13152.0,2022-05-03 10:08:00-04:00,12968.0,,13140.5,13111.75,13111.5,28.75,2022-05-03 11:24:00-04:00,13140.75,SL,-60.5,-1.0521739130434782,True,0.9454545454545454
2022-07-08,2022-07-08 10:07:00-04:00,L,12006.5,32.54879567322339,down,11984.25,2022-07-08 10:02:00-04:00,12090.75,,11989.65,12006.5,12006.75,16.85,2022-07-08 10:25:00-04:00,12090.5,TP,165.5,4.910979228486647,True,0.9330708661417323
2022-07-11,2022-07-11 10:10:00-04:00,L,11884.75,25.439149215118082,down,11853.0,2022-07-11 10:08:00-04:00,12070.75,,11847.55,11884.75,11885.0,37.2,2022-07-11 15:59:00-04:00,11890.5,time,9.0,0.12096774193548386,True,0.836963696369637
2022-08-16,2022-08-16 11:21:00-04:00,L,13612.5,17.67978546468672,down,13522.75,2022-08-16 11:19:00-04:00,13659.75,,13603.05,13612.5,13612.75,9.45,2022-08-16 11:47:00-04:00,13659.5,TP,91.5,4.841269841269842,True,0.4173027989821883
2022-08-18,2022-08-18 10:08:00-04:00,L,13453.0,23.41961285513944,down,13422.5,2022-08-18 10:06:00-04:00,13502.5,,13443.1,13453.0,13453.25,9.9,2022-08-18 10:40:00-04:00,13502.25,TP,96.0,4.848484848484849,True,1.0200174064403829
2022-09-15,2022-09-15 10:07:00-04:00,S,12204.25,25.85041562580674,up,12233.25,2022-09-15 10:04:00-04:00,12110.5,12184.75,12223.0,12204.25,12204.0,18.75,2022-09-15 10:12:00-04:00,12204.5,BE,-3.0,-0.08,True,0.9204545454545454
2022-09-26,2022-09-26 10:05:00-04:00,S,11491.5,29.764539514047925,up,11519.75,2022-09-26 10:04:00-04:00,11417.25,,11506.35,11491.5,11491.25,14.85,2022-09-26 10:06:00-04:00,11506.6,SL,-32.70000000000073,-1.1010101010101256,True,1.056573705179283
2022-10-11,2022-10-11 10:20:00-04:00,L,10823.5,24.72301857487224,down,10788.5,2022-10-11 10:14:00-04:00,10897.25,,10808.75,10823.5,10823.75,14.75,2022-10-11 10:31:00-04:00,10808.5,SL,-32.5,-1.1016949152542372,True,0.8961611076148521
2022-10-17,2022-10-17 10:03:00-04:00,S,11074.0,27.17151800987558,up,11090.0,2022-10-17 10:02:00-04:00,10963.5,,11096.1,11074.0,11073.75,22.1,2022-10-17 10:05:00-04:00,11096.35,SL,-47.20000000000073,-1.0678733031674372,True,1.4010507880910683
2022-11-15,2022-11-15 10:11:00-05:00,S,12031.0,32.99797141695552,up,12054.5,2022-11-15 10:08:00-05:00,11963.0,,12044.6,12031.0,12030.75,13.6,2022-11-15 10:25:00-05:00,12044.85,SL,-30.200000000000728,-1.1102941176470855,True,2.1457550713749063
2022-12-07,2022-12-07 10:10:00-05:00,L,11471.75,27.666424291330568,down,11440.25,2022-12-07 10:03:00-05:00,11596.0,,11446.9,11471.75,11472.0,24.85,2022-12-07 15:59:00-05:00,11507.5,time,69.0,1.3883299798792756,True,1.259799453053783
2023-01-18,2023-01-18 10:29:00-05:00,S,11719.25,23.116377190657037,up,11759.5,2023-01-18 10:19:00-05:00,11672.25,,11728.65,11719.25,11719.0,9.4,2023-01-18 10:37:00-05:00,11672.5,TP,91.0,4.840425531914893,True,1.0739673390970221
2023-01-23,2023-01-23 10:07:00-05:00,S,11801.0,21.427570392408835,up,11827.0,2023-01-23 10:06:00-05:00,11671.75,,11826.85,11801.0,11800.75,25.85,2023-01-23 10:12:00-05:00,11827.1,SL,-54.70000000000073,-1.058027079303689,True,0.5386029411764706
2023-04-04,2023-04-04 10:30:00-04:00,S,13281.0,14.316255136818453,up,13326.75,2023-04-04 10:21:00-04:00,13230.0,,13291.2,13281.0,13280.75,10.2,2023-04-04 10:31:00-04:00,13291.45,SL,-23.400000000001455,-1.1470588235294832,False,0.8974358974358975
2023-05-30,2023-05-30 10:08:00-04:00,L,14443.75,25.722524007083504,down,14399.25,2023-05-30 10:07:00-04:00,14559.75,,14420.55,14443.75,14444.0,23.2,2023-05-30 10:28:00-04:00,14420.3,SL,-49.400000000001455,-1.0646551724138245,True,2.374613003095975
2023-06-22,2023-06-22 10:03:00-04:00,S,15083.75,19.20367957519512,up,15098.75,2023-06-22 10:02:00-04:00,14964.0,,15107.7,15083.75,15083.5,23.95,2023-06-22 10:11:00-04:00,15107.95,SL,-50.900000000001455,-1.062630480167045,True,0.8788249694002448
2023-07-31,2023-07-31 10:35:00-04:00,L,15827.5,20.068627722897624,down,15807.25,2023-07-31 10:06:00-04:00,15905.0,,15812.0,15827.5,15827.75,15.5,2023-07-31 13:02:00-04:00,15811.75,SL,-34.0,-1.096774193548387,True,1.1283783783783783
2023-08-08,2023-08-08 10:06:00-04:00,L,15294.0,19.985330117243976,down,15265.0,2023-08-08 10:05:00-04:00,15388.0,,15275.2,15294.0,15294.25,18.8,2023-08-08 10:10:00-04:00,15274.95,SL,-40.599999999998545,-1.0797872340425145,True,1.4282868525896415
2023-10-25,2023-10-25 10:41:00-04:00,L,14651.25,20.267913898808406,down,14597.0,2023-10-25 10:40:00-04:00,14753.25,,14630.85,14651.25,14651.5,20.4,2023-10-25 10:54:00-04:00,14630.6,SL,-43.79999999999927,-1.073529411764688,True,1.2029755579171095
2023-11-07,2023-11-07 10:12:00-05:00,S,15297.5,18.169588805233815,up,15319.5,2023-11-07 10:07:00-05:00,15224.5,,15312.1,15297.5,15297.25,14.6,2023-11-07 10:20:00-05:00,15312.35,SL,-32.20000000000073,-1.102739726027422,True,0.8948453608247423
2023-11-13,2023-11-13 10:06:00-05:00,L,15490.5,15.077222801289851,down,15478.5,2023-11-13 10:04:00-05:00,15539.0,15502.0,15480.8,15490.5,15490.75,9.7,2023-11-13 10:08:00-05:00,15490.25,BE,-3.0,-0.15463917525773196,True,0.7546391752577319
2024-01-12,2024-01-12 10:11:00-05:00,L,16986.5,22.997255583748316,down,16943.25,2024-01-12 10:08:00-05:00,17042.5,,16975.3,16986.5,16986.75,11.2,2024-01-12 10:12:00-05:00,16975.05,SL,-25.400000000001455,-1.1339285714286365,True,1.2743561030235162
2024-01-26,2024-01-26 10:23:00-05:00,L,17548.5,23.786979561460637,down,17504.0,2024-01-26 10:22:00-05:00,17611.5,17571.5,17535.9,17548.5,17548.75,12.6,2024-01-26 10:50:00-05:00,17611.25,TP,123.0,4.880952380952381,True,1.0382902938557435
2024-02-09,2024-02-09 10:08:00-05:00,S,17940.25,16.830251258274927,up,17954.0,2024-02-09 10:02:00-05:00,17896.25,,17949.05,17940.25,17940.0,8.8,2024-02-09 10:16:00-05:00,17949.3,SL,-20.599999999998545,-1.1704545454544626,True,0.8748858447488584
2024-02-16,2024-02-16 10:20:00-05:00,L,17776.75,26.14170949213461,down,17713.75,2024-02-16 10:17:00-05:00,17950.5,,17742.0,17776.75,17777.0,34.75,2024-02-16 10:33:00-05:00,17741.75,SL,-72.5,-1.0431654676258992,True,0.9685658153241651
2024-02-28,2024-02-28 10:05:00-05:00,L,17896.25,18.681951714685123,down,17879.75,2024-02-28 10:04:00-05:00,17946.5,,17886.2,17896.25,17896.5,10.05,2024-02-28 10:05:00-05:00,17885.95,SL,-23.099999999998545,-1.1492537313432112,True,1.1267916207276736
2024-03-04,2024-03-04 10:03:00-05:00,L,18296.5,15.679325374293573,down,18280.25,2024-03-04 10:02:00-05:00,18328.75,,18290.05,18296.5,18296.75,6.45,2024-03-04 10:03:00-05:00,18289.8,SL,-15.900000000001455,-1.2325581395349965,True,0.5818181818181818
2024-07-23,2024-07-23 10:06:00-04:00,S,20006.5,25.381013569261974,up,20024.0,2024-07-23 10:02:00-04:00,19933.25,,20021.15,20006.5,20006.25,14.65,2024-07-23 10:07:00-04:00,20021.4,SL,-32.30000000000291,-1.1023890784983927,True,1.1195445920303606
2024-08-07,2024-08-07 10:06:00-04:00,S,18520.5,36.812917306089986,up,18556.75,2024-08-07 10:05:00-04:00,18405.0,,18543.6,18520.5,18520.25,23.1,2024-08-07 10:10:00-04:00,18543.85,SL,-49.19999999999709,-1.0649350649350018,True,1.9561551433389546
2024-08-21,2024-08-21 10:18:00-04:00,S,19879.5,16.956198959560105,up,19915.0,2024-08-21 10:15:00-04:00,19813.25,,19892.75,19879.5,19879.25,13.25,2024-08-21 10:19:00-04:00,19893.0,SL,-29.5,-1.1132075471698113,True,0.33075734157650694
2024-08-29,2024-08-29 10:40:00-04:00,S,19643.75,42.79029204814625,up,19685.25,2024-08-29 10:03:00-04:00,19532.75,,19665.95,19643.75,19643.5,22.2,2024-08-29 10:47:00-04:00,19666.2,SL,-47.400000000001455,-1.0675675675676004,True,1.9260204081632653
2024-08-30,2024-08-30 10:07:00-04:00,S,19591.5,28.822671791989507,up,19628.0,2024-08-30 10:06:00-04:00,19531.0,,19603.6,19591.5,19591.25,12.1,2024-08-30 10:25:00-04:00,19531.25,TP,118.0,4.87603305785124,True,0.9113764927718416
2024-09-05,2024-09-05 10:13:00-04:00,S,19051.0,39.292197858346945,up,19122.75,2024-09-05 10:12:00-04:00,18962.0,,19068.8,19051.0,19050.75,17.8,2024-09-05 10:20:00-04:00,19069.05,SL,-38.599999999998545,-1.0842696629213073,True,1.03
2024-09-06,2024-09-06 10:03:00-04:00,L,18745.75,55.399770215086434,down,18709.5,2024-09-06 10:02:00-04:00,18884.5,,18718.0,18745.75,18746.0,27.75,2024-09-06 10:12:00-04:00,18717.75,SL,-58.5,-1.054054054054054,True,1.5357142857142858
2024-10-17,2024-10-17 10:20:00-04:00,S,20434.25,30.945390594940964,up,20451.5,2024-10-17 10:02:00-04:00,20339.5,,20453.2,20434.25,20434.0,18.95,2024-10-17 10:22:00-04:00,20453.45,SL,-40.900000000001455,-1.0791556728232574,False,2.009486166007905
2024-11-21,2024-11-21 10:22:00-05:00,L,20669.25,51.077201631118925,down,20576.75,2024-11-21 10:14:00-05:00,20786.0,,20645.9,20669.25,20669.5,23.35,2024-11-21 10:22:00-05:00,20645.65,SL,-49.69999999999709,-1.0642398286937278,True,1.966499162479062
2025-02-20,2025-02-20 10:07:00-05:00,L,22011.0,28.6501896814031,down,21950.75,2025-02-20 10:04:00-05:00,22213.5,,21970.5,22011.0,22011.25,40.5,2025-02-20 15:59:00-05:00,22145.0,time,265.5,3.2777777777777777,True,0.5749049429657794
2025-02-27,2025-02-27 10:12:00-05:00,L,21008.25,51.110838820431425,down,20896.5,2025-02-27 10:11:00-05:00,21381.0,,20933.7,21008.25,21008.5,74.55,2025-02-27 14:24:00-05:00,20933.45,SL,-152.09999999999854,-1.0201207243460668,True,1.8914334181509753
2025-03-07,2025-03-07 10:05:00-05:00,L,20139.5,58.82220493660931,down,20081.75,2025-03-07 10:03:00-05:00,20270.75,,20113.25,20139.5,20139.75,26.25,2025-03-07 10:13:00-05:00,20113.0,SL,-55.5,-1.0571428571428572,False,1.4761544284632855
2025-03-13,2025-03-13 11:12:00-04:00,L,19367.25,49.399724446185964,down,19324.0,2025-03-13 10:03:00-04:00,19510.0,,19338.7,19367.25,19367.5,28.55,2025-03-13 11:35:00-04:00,19338.45,SL,-60.099999999998545,-1.0525394045533896,True,1.6975397973950797
2025-07-10,2025-07-10 10:19:00-04:00,L,22960.0,22.129258361657527,down,22901.0,2025-07-10 10:18:00-04:00,23089.75,,22934.05,22960.0,22960.25,25.95,2025-07-10 10:20:00-04:00,22933.8,SL,-54.900000000001455,-1.0578034682081205,True,0.5594405594405595
2025-08-15,2025-08-15 10:48:00-04:00,L,23803.75,24.836077614319944,down,23766.0,2025-08-15 10:02:00-04:00,23924.25,,23779.65,23803.75,23804.0,24.1,2025-08-15 11:39:00-04:00,23779.4,SL,-51.19999999999709,-1.0622406639003545,True,0.8111111111111111
2025-10-10,2025-10-10 10:25:00-04:00,S,25357.25,21.779307553691464,up,25371.25,2025-10-10 10:02:00-04:00,25293.75,,25369.95,25357.25,25357.0,12.7,2025-10-10 10:57:00-04:00,25294.0,TP,124.0,4.881889763779528,True,0.8349900596421471
2025-11-13,2025-11-13 10:06:00-05:00,S,25382.0,45.76246818758924,up,25413.75,2025-11-13 10:02:00-05:00,25280.75,,25402.25,25382.0,25381.75,20.25,2025-11-13 10:07:00-05:00,25402.5,SL,-43.5,-1.0740740740740742,False,1.4072259644825476
2025-11-20,2025-11-20 10:04:00-05:00,S,25275.25,45.78266909406835,up,25300.25,2025-11-20 10:03:00-05:00,25145.0,,25301.3,25275.25,25275.0,26.05,2025-11-20 10:37:00-05:00,25301.55,SL,-55.099999999998545,-1.0575815738963252,True,1.1823308270676691
